part_name,category,part_number,manufacturer,description,price,quantity,min_stock,car_model,year,supplier,is_available
Fuel Injector,Electrical,SP5868,Ford,High-quality Fuel Injector suitable for Ford Escape 2013.,125.7,63,4,Escape,2013,Precision Auto,True
Clutch Kit,Suspension,SP3959,Toyota,High-quality Clutch Kit suitable for Toyota Highlander 2015.,312.11,71,5,Highlander,2015,Elite Car Parts,True
Ball Joint,Suspension,SP1673,Toyota,High-quality Ball Joint suitable for Toyota Tacoma 2023.,41.67,70,3,Tacoma,2023,Quality Auto,True
Brake Pads,Suspension,SP6677,Chevrolet,High-quality Brake Pads suitable for Chevrolet Camaro 2023.,774.58,45,3,Camaro,2023,Precision Auto,True
Brake Rotor,Cooling,SP5684,Kia,High-quality Brake Rotor suitable for Kia Sportage 2004.,891.0,71,3,Sportage,2004,Superior Parts Co.,True
Serpentine Belt,Exhaust,SP6413,Ford,High-quality Serpentine Belt suitable for Ford Mustang 2014.,670.49,32,3,Mustang,2014,Precision Auto,True
Oil Filter,Body,SP1600,Volkswagen,High-quality Oil Filter suitable for Volkswagen Atlas 2007.,600.56,59,5,Atlas,2007,Precision Auto,True
Radiator,Exhaust,SP7435,Kia,High-quality Radiator suitable for Kia Optima 2004.,306.64,41,2,Optima,2004,Precision Auto,True
Headlight Bulb,Electrical,SP8670,Toyota,High-quality Headlight Bulb suitable for Toyota Camry 2005.,886.38,44,5,Camry,2005,Elite Car Parts,True
Mass Air Flow Sensor,Electrical,SP7190,Honda,High-quality Mass Air Flow Sensor suitable for Honda CR-V 2021.,877.56,52,1,CR-V,2021,Superior Parts Co.,True
Ignition Coil,Suspension,SP7332,Mercedes,High-quality Ignition Coil suitable for Mercedes C-Class 2018.,349.81,8,3,C-Class,2018,Precision Auto,True
Power Steering Pump,Body,SP6743,Chevrolet,High-quality Power Steering Pump suitable for Chevrolet Traverse 2016.,428.69,11,5,Traverse,2016,Superior Parts Co.,True
Fuel Injector,Transmission,SP6179,Nissan,High-quality Fuel Injector suitable for Nissan Maxima 2015.,665.56,20,2,Maxima,2015,Quality Auto,True
Strut Assembly,Electrical,SP8596,Nissan,High-quality Strut Assembly suitable for Nissan Frontier 2002.,158.89,59,2,Frontier,2002,Elite Car Parts,True
Spark Plug,Body,SP4351,Honda,High-quality Spark Plug suitable for Honda Accord 2019.,853.27,8,1,Accord,2019,Elite Car Parts,True
Crankshaft Position Sensor,Exhaust,SP4897,BMW,High-quality Crankshaft Position Sensor suitable for BMW X5 2008.,423.59,89,4,X5,2008,Precision Auto,True
Throttle Body,Suspension,SP9222,Kia,High-quality Throttle Body suitable for Kia Sportage 2011.,838.93,44,3,Sportage,2011,Precision Auto,True
Mass Air Flow Sensor,Electrical,SP8003,Nissan,High-quality Mass Air Flow Sensor suitable for Nissan Maxima 2021.,330.62,30,5,Maxima,2021,Elite Car Parts,True
Power Steering Pump,Engine,SP6856,Chevrolet,High-quality Power Steering Pump suitable for Chevrolet Equinox 2006.,920.22,31,5,Equinox,2006,Precision Auto,True
Strut Assembly,Exhaust,SP1974,Volkswagen,High-quality Strut Assembly suitable for Volkswagen Tiguan 2010.,102.1,52,4,Tiguan,2010,FastTrack Motors,True
Crankshaft Position Sensor,Cooling,SP6312,Hyundai,High-quality Crankshaft Position Sensor suitable for Hyundai Santa Fe 2008.,67.88,98,5,Santa Fe,2008,Precision Auto,True
Thermostat,Exhaust,SP1103,Mercedes,High-quality Thermostat suitable for Mercedes E-Class 2003.,366.24,89,1,E-Class,2003,Superior Parts Co.,True
Radiator,Suspension,SP5027,Nissan,High-quality Radiator suitable for Nissan Altima 2016.,811.71,93,3,Altima,2016,Precision Auto,True
AC Compressor,Exhaust,SP1825,Hyundai,High-quality AC Compressor suitable for Hyundai Elantra 2014.,156.4,50,1,Elantra,2014,Precision Auto,True
Throttle Body,Body,SP7547,Ford,High-quality Throttle Body suitable for Ford Escape 2014.,226.24,12,3,Escape,2014,Precision Auto,True
Crankshaft Position Sensor,Engine,SP7031,Hyundai,High-quality Crankshaft Position Sensor suitable for Hyundai Sonata 2012.,223.88,18,4,Sonata,2012,Quality Auto,True
Wheel Hub Assembly,Engine,SP8146,Toyota,High-quality Wheel Hub Assembly suitable for Toyota Corolla 2019.,530.67,42,3,Corolla,2019,Quality Auto,True
Brake Pads,Brakes,SP4067,Kia,High-quality Brake Pads suitable for Kia Sportage 2022.,332.4,20,4,Sportage,2022,Superior Parts Co.,True
Battery,Brakes,SP4866,Kia,High-quality Battery suitable for Kia Telluride 2023.,848.1,82,4,Telluride,2023,Quality Auto,True
Windshield Wiper Motor,Electrical,SP2517,Nissan,High-quality Windshield Wiper Motor suitable for Nissan Sentra 2019.,740.51,93,2,Sentra,2019,FastTrack Motors,True
Strut Assembly,Body,SP7707,Nissan,High-quality Strut Assembly suitable for Nissan Sentra 2015.,683.22,68,3,Sentra,2015,Superior Parts Co.,True
Tie Rod End,Suspension,SP7386,Volkswagen,High-quality Tie Rod End suitable for Volkswagen Golf 2017.,24.22,84,2,Golf,2017,Precision Auto,True
Tie Rod End,Engine,SP8900,Kia,High-quality Tie Rod End suitable for Kia Sportage 2004.,907.0,75,5,Sportage,2004,Precision Auto,True
Spark Plug,Electrical,SP5163,Ford,High-quality Spark Plug suitable for Ford Explorer 2018.,745.71,98,4,Explorer,2018,Precision Auto,True
Power Steering Pump,Transmission,SP7209,Hyundai,High-quality Power Steering Pump suitable for Hyundai Palisade 2002.,635.01,100,5,Palisade,2002,Quality Auto,True
Throttle Body,Body,SP8122,Hyundai,High-quality Throttle Body suitable for Hyundai Elantra 2023.,513.35,64,4,Elantra,2023,Quality Auto,True
Thermostat,Suspension,SP5183,Kia,High-quality Thermostat suitable for Kia Sportage 2001.,633.63,6,4,Sportage,2001,Elite Car Parts,True
Brake Pads,Engine,SP4883,Volkswagen,High-quality Brake Pads suitable for Volkswagen Jetta 2009.,456.65,95,2,Jetta,2009,Superior Parts Co.,True
Power Steering Pump,Brakes,SP2947,Chevrolet,High-quality Power Steering Pump suitable for Chevrolet Traverse 2007.,623.28,28,1,Traverse,2007,Superior Parts Co.,True
Control Arm,Cooling,SP4099,BMW,High-quality Control Arm suitable for BMW X5 2012.,954.04,9,4,X5,2012,Precision Auto,True
Mass Air Flow Sensor,Exhaust,SP5860,Kia,High-quality Mass Air Flow Sensor suitable for Kia Sportage 2005.,401.04,32,4,Sportage,2005,Precision Auto,True
Coolant Hose,Suspension,SP2210,Honda,High-quality Coolant Hose suitable for Honda Accord 2006.,809.73,100,4,Accord,2006,Precision Auto,True
Throttle Body,Electrical,SP6987,Mercedes,High-quality Throttle Body suitable for Mercedes GLE 2010.,354.05,20,1,GLE,2010,Superior Parts Co.,True
Brake Pads,Body,SP6985,Chevrolet,High-quality Brake Pads suitable for Chevrolet Camaro 2007.,791.53,40,4,Camaro,2007,Superior Parts Co.,True
AC Compressor,Transmission,SP2808,Volkswagen,High-quality AC Compressor suitable for Volkswagen Jetta 2017.,844.77,5,4,Jetta,2017,Precision Auto,True
Headlight Bulb,Engine,SP6360,Kia,High-quality Headlight Bulb suitable for Kia Optima 2021.,194.15,94,2,Optima,2021,FastTrack Motors,True
Oil Filter,Electrical,SP7226,Volkswagen,High-quality Oil Filter suitable for Volkswagen Golf 2011.,864.28,94,2,Golf,2011,Elite Car Parts,True
Heater Core,Suspension,SP5853,Kia,High-quality Heater Core suitable for Kia Optima 2013.,779.75,86,5,Optima,2013,Superior Parts Co.,True
Power Steering Pump,Exhaust,SP6419,Toyota,High-quality Power Steering Pump suitable for Toyota Highlander 2013.,474.38,4,2,Highlander,2013,Elite Car Parts,True
Brake Rotor,Electrical,SP4251,Ford,High-quality Brake Rotor suitable for Ford Explorer 2007.,869.26,20,1,Explorer,2007,Quality Auto,True
Water Pump,Electrical,SP4574,Hyundai,High-quality Water Pump suitable for Hyundai Elantra 2020.,271.39,90,2,Elantra,2020,Elite Car Parts,True
Crankshaft Position Sensor,Transmission,SP9318,Hyundai,High-quality Crankshaft Position Sensor suitable for Hyundai Tucson 2011.,553.75,90,3,Tucson,2011,Precision Auto,True
Starter Motor,Body,SP3171,Volkswagen,High-quality Starter Motor suitable for Volkswagen Tiguan 2007.,49.06,49,5,Tiguan,2007,Superior Parts Co.,True
Brake Rotor,Brakes,SP4794,Nissan,High-quality Brake Rotor suitable for Nissan Maxima 2021.,109.04,19,5,Maxima,2021,Quality Auto,True
Power Steering Pump,Transmission,SP7332,Honda,High-quality Power Steering Pump suitable for Honda Pilot 2014.,662.14,54,2,Pilot,2014,Precision Auto,True
Drive Shaft,Cooling,SP7827,Honda,High-quality Drive Shaft suitable for Honda CR-V 2016.,274.59,30,4,CR-V,2016,FastTrack Motors,True
Starter Motor,Brakes,SP4593,Volkswagen,High-quality Starter Motor suitable for Volkswagen Passat 2010.,182.87,4,4,Passat,2010,Quality Auto,True
Clutch Kit,Exhaust,SP3444,Ford,High-quality Clutch Kit suitable for Ford Escape 2012.,616.68,71,1,Escape,2012,Quality Auto,True
Air Filter,Transmission,SP1093,Ford,High-quality Air Filter suitable for Ford Mustang 2000.,294.67,96,4,Mustang,2000,Quality Auto,True
CV Axle,Brakes,SP9965,BMW,High-quality CV Axle suitable for BMW 5 Series 2005.,852.48,16,3,5 Series,2005,Superior Parts Co.,True
Air Filter,Cooling,SP9103,Nissan,High-quality Air Filter suitable for Nissan Frontier 2000.,710.76,14,2,Frontier,2000,Precision Auto,True
AC Compressor,Cooling,SP1420,Hyundai,High-quality AC Compressor suitable for Hyundai Sonata 2021.,912.88,52,3,Sonata,2021,FastTrack Motors,True
Throttle Body,Brakes,SP6745,Honda,High-quality Throttle Body suitable for Honda Fit 2017.,731.46,46,5,Fit,2017,FastTrack Motors,True
Strut Assembly,Cooling,SP8586,Nissan,High-quality Strut Assembly suitable for Nissan Rogue 2021.,869.24,66,2,Rogue,2021,Elite Car Parts,True
Oxygen Sensor,Suspension,SP6848,Ford,High-quality Oxygen Sensor suitable for Ford Focus 2020.,173.78,29,5,Focus,2020,Elite Car Parts,True
Alternator,Body,SP1939,Toyota,High-quality Alternator suitable for Toyota Corolla 2021.,87.71,85,2,Corolla,2021,Quality Auto,True
Strut Assembly,Suspension,SP8017,Hyundai,High-quality Strut Assembly suitable for Hyundai Palisade 2016.,91.07,13,2,Palisade,2016,Elite Car Parts,True
Shock Absorbers,Engine,SP3688,Kia,High-quality Shock Absorbers suitable for Kia Optima 2005.,517.76,68,5,Optima,2005,Quality Auto,True
AC Compressor,Brakes,SP9564,Chevrolet,High-quality AC Compressor suitable for Chevrolet Equinox 2022.,220.14,64,1,Equinox,2022,Superior Parts Co.,True
Oil Filter,Cooling,SP2282,Mercedes,High-quality Oil Filter suitable for Mercedes GLC 2009.,261.07,60,5,GLC,2009,Superior Parts Co.,True
EGR Valve,Body,SP5676,Ford,High-quality EGR Valve suitable for Ford Escape 2021.,806.48,27,4,Escape,2021,FastTrack Motors,True
Alternator,Brakes,SP7322,Honda,High-quality Alternator suitable for Honda Fit 2022.,699.74,92,2,Fit,2022,Superior Parts Co.,True
Ball Joint,Transmission,SP2274,Nissan,High-quality Ball Joint suitable for Nissan Maxima 2020.,603.83,5,3,Maxima,2020,Quality Auto,True
Throttle Body,Cooling,SP4231,Kia,High-quality Throttle Body suitable for Kia Forte 2021.,395.23,69,5,Forte,2021,FastTrack Motors,True
Alternator,Brakes,SP1423,Kia,High-quality Alternator suitable for Kia Sportage 2009.,802.29,17,5,Sportage,2009,Precision Auto,True
Timing Belt,Exhaust,SP3588,Honda,High-quality Timing Belt suitable for Honda Pilot 2014.,494.13,79,1,Pilot,2014,FastTrack Motors,True
Fuel Pump,Brakes,SP6461,Volkswagen,High-quality Fuel Pump suitable for Volkswagen Passat 2013.,829.89,93,5,Passat,2013,Superior Parts Co.,True
Ignition Coil,Transmission,SP1608,Ford,High-quality Ignition Coil suitable for Ford F-150 2021.,481.58,77,1,F-150,2021,Quality Auto,True
Spark Plug,Transmission,SP1500,Chevrolet,High-quality Spark Plug suitable for Chevrolet Silverado 2015.,276.16,87,3,Silverado,2015,Elite Car Parts,True
Exhaust Muffler,Cooling,SP9549,Ford,High-quality Exhaust Muffler suitable for Ford Mustang 2015.,131.86,16,5,Mustang,2015,Quality Auto,True
Tie Rod End,Engine,SP1370,Hyundai,High-quality Tie Rod End suitable for Hyundai Elantra 2008.,741.32,5,2,Elantra,2008,FastTrack Motors,True
Throttle Body,Engine,SP4031,Toyota,High-quality Throttle Body suitable for Toyota Corolla 2002.,514.37,87,1,Corolla,2002,Quality Auto,True
Control Arm,Transmission,SP9561,Chevrolet,High-quality Control Arm suitable for Chevrolet Silverado 2023.,441.89,57,3,Silverado,2023,Superior Parts Co.,True
Transmission Mount,Suspension,SP6057,Toyota,High-quality Transmission Mount suitable for Toyota RAV4 2021.,44.19,40,1,RAV4,2021,FastTrack Motors,True
Alternator,Cooling,SP3075,Ford,High-quality Alternator suitable for Ford Escape 2001.,400.0,52,2,Escape,2001,Superior Parts Co.,True
Coolant Hose,Body,SP3327,Chevrolet,High-quality Coolant Hose suitable for Chevrolet Equinox 2014.,925.21,29,3,Equinox,2014,Quality Auto,True
Brake Pads,Transmission,SP5098,Mercedes,High-quality Brake Pads suitable for Mercedes GLE 2019.,624.36,73,2,GLE,2019,FastTrack Motors,True
Control Arm,Brakes,SP2946,Honda,High-quality Control Arm suitable for Honda Fit 2014.,634.92,11,1,Fit,2014,Precision Auto,True
Heater Core,Electrical,SP3448,BMW,High-quality Heater Core suitable for BMW X5 2004.,312.95,8,3,X5,2004,Precision Auto,True
Strut Assembly,Exhaust,SP1376,Ford,High-quality Strut Assembly suitable for Ford F-150 2022.,180.08,85,4,F-150,2022,FastTrack Motors,True
Clutch Kit,Suspension,SP9239,Kia,High-quality Clutch Kit suitable for Kia Forte 2014.,476.36,82,3,Forte,2014,FastTrack Motors,True
Battery,Transmission,SP3663,Chevrolet,High-quality Battery suitable for Chevrolet Camaro 2000.,623.2,32,2,Camaro,2000,Precision Auto,True
Headlight Bulb,Electrical,SP8485,Volkswagen,High-quality Headlight Bulb suitable for Volkswagen Passat 2005.,438.59,31,3,Passat,2005,Quality Auto,True
Starter Motor,Brakes,SP9952,Chevrolet,High-quality Starter Motor suitable for Chevrolet Equinox 2012.,578.84,68,5,Equinox,2012,Precision Auto,True
Fuel Injector,Exhaust,SP4312,Ford,High-quality Fuel Injector suitable for Ford F-150 2019.,801.03,50,2,F-150,2019,Elite Car Parts,True
CV Axle,Electrical,SP1343,Honda,High-quality CV Axle suitable for Honda CR-V 2021.,781.58,10,4,CR-V,2021,Superior Parts Co.,True
Spark Plug,Body,SP6295,Volkswagen,High-quality Spark Plug suitable for Volkswagen Tiguan 2002.,413.66,40,1,Tiguan,2002,Precision Auto,True
Fuel Injector,Engine,SP3215,Honda,High-quality Fuel Injector suitable for Honda CR-V 2017.,791.83,25,3,CR-V,2017,Elite Car Parts,True
Exhaust Muffler,Body,SP9376,Nissan,High-quality Exhaust Muffler suitable for Nissan Maxima 2015.,195.62,14,1,Maxima,2015,Quality Auto,True
Tie Rod End,Exhaust,SP5014,Chevrolet,High-quality Tie Rod End suitable for Chevrolet Malibu 2007.,627.74,71,4,Malibu,2007,Elite Car Parts,True
Mass Air Flow Sensor,Body,SP9959,Mercedes,High-quality Mass Air Flow Sensor suitable for Mercedes GLE 2008.,959.97,57,4,GLE,2008,Superior Parts Co.,True
Mass Air Flow Sensor,Cooling,SP2809,Kia,High-quality Mass Air Flow Sensor suitable for Kia Forte 2003.,78.49,85,5,Forte,2003,Quality Auto,True
Transmission Mount,Exhaust,SP7302,Kia,High-quality Transmission Mount suitable for Kia Telluride 2002.,481.12,34,4,Telluride,2002,Precision Auto,True
Starter Motor,Brakes,SP9868,Nissan,High-quality Starter Motor suitable for Nissan Rogue 2009.,167.78,88,5,Rogue,2009,FastTrack Motors,True
Strut Assembly,Electrical,SP9830,Volkswagen,High-quality Strut Assembly suitable for Volkswagen Jetta 2015.,159.94,37,5,Jetta,2015,Superior Parts Co.,True
Fuel Pump,Engine,SP9782,Ford,High-quality Fuel Pump suitable for Ford F-150 2000.,873.04,19,1,F-150,2000,Elite Car Parts,True
Wheel Hub Assembly,Body,SP6934,Nissan,High-quality Wheel Hub Assembly suitable for Nissan Frontier 2011.,905.17,29,4,Frontier,2011,Precision Auto,True
Tie Rod End,Suspension,SP8751,Toyota,High-quality Tie Rod End suitable for Toyota Corolla 2003.,98.51,91,5,Corolla,2003,Quality Auto,True
CV Axle,Cooling,SP8265,Nissan,High-quality CV Axle suitable for Nissan Rogue 2004.,786.61,40,3,Rogue,2004,Precision Auto,True
Spark Plug,Exhaust,SP4405,Toyota,High-quality Spark Plug suitable for Toyota Camry 2022.,234.5,50,1,Camry,2022,Superior Parts Co.,True
Heater Core,Suspension,SP2412,Nissan,High-quality Heater Core suitable for Nissan Altima 2004.,80.45,26,3,Altima,2004,Superior Parts Co.,True
Wheel Bearing,Brakes,SP6931,Volkswagen,High-quality Wheel Bearing suitable for Volkswagen Passat 2015.,70.39,4,3,Passat,2015,Quality Auto,True
Crankshaft Position Sensor,Electrical,SP7681,Hyundai,High-quality Crankshaft Position Sensor suitable for Hyundai Sonata 2003.,856.09,18,3,Sonata,2003,Superior Parts Co.,True
Strut Assembly,Brakes,SP2685,Volkswagen,High-quality Strut Assembly suitable for Volkswagen Golf 2004.,151.19,76,4,Golf,2004,FastTrack Motors,True
Radiator,Brakes,SP2988,Volkswagen,High-quality Radiator suitable for Volkswagen Atlas 2007.,557.56,72,2,Atlas,2007,FastTrack Motors,True
Brake Rotor,Suspension,SP3567,Chevrolet,High-quality Brake Rotor suitable for Chevrolet Equinox 2017.,984.92,99,4,Equinox,2017,FastTrack Motors,True
EGR Valve,Body,SP5505,BMW,High-quality EGR Valve suitable for BMW X5 2020.,55.48,55,3,X5,2020,Quality Auto,True
Serpentine Belt,Exhaust,SP9761,Chevrolet,High-quality Serpentine Belt suitable for Chevrolet Traverse 2012.,904.47,67,2,Traverse,2012,Elite Car Parts,True
Spark Plug,Exhaust,SP8230,BMW,High-quality Spark Plug suitable for BMW 5 Series 2022.,905.88,39,2,5 Series,2022,Quality Auto,True
Crankshaft Position Sensor,Brakes,SP9862,Honda,High-quality Crankshaft Position Sensor suitable for Honda Accord 2002.,675.91,96,1,Accord,2002,Elite Car Parts,True
Heater Core,Transmission,SP2960,Honda,High-quality Heater Core suitable for Honda Pilot 2008.,358.18,16,3,Pilot,2008,Superior Parts Co.,True
Windshield Wiper Motor,Electrical,SP4933,Nissan,High-quality Windshield Wiper Motor suitable for Nissan Sentra 2019.,95.58,33,1,Sentra,2019,FastTrack Motors,True
Wheel Hub Assembly,Electrical,SP7298,Kia,High-quality Wheel Hub Assembly suitable for Kia Sportage 2023.,274.08,20,4,Sportage,2023,Precision Auto,True
Oil Filter,Exhaust,SP7784,Chevrolet,High-quality Oil Filter suitable for Chevrolet Camaro 2008.,165.89,28,4,Camaro,2008,Superior Parts Co.,True
Brake Rotor,Exhaust,SP8630,Ford,High-quality Brake Rotor suitable for Ford Mustang 2011.,871.02,62,4,Mustang,2011,FastTrack Motors,True
Water Pump,Cooling,SP5211,Nissan,High-quality Water Pump suitable for Nissan Sentra 2014.,304.7,58,4,Sentra,2014,Precision Auto,True
Spark Plug,Engine,SP5825,Ford,High-quality Spark Plug suitable for Ford Focus 2021.,541.14,23,2,Focus,2021,Quality Auto,True
CV Axle,Exhaust,SP9431,Volkswagen,High-quality CV Axle suitable for Volkswagen Golf 2009.,600.02,32,3,Golf,2009,Precision Auto,True
Exhaust Muffler,Electrical,SP6906,Mercedes,High-quality Exhaust Muffler suitable for Mercedes GLC 2003.,880.25,97,5,GLC,2003,Precision Auto,True
Drive Shaft,Transmission,SP6444,Honda,High-quality Drive Shaft suitable for Honda Civic 2012.,970.0,79,4,Civic,2012,FastTrack Motors,True
Transmission Mount,Brakes,SP4533,Ford,High-quality Transmission Mount suitable for Ford Explorer 2014.,417.11,61,5,Explorer,2014,Quality Auto,True
CV Axle,Cooling,SP5757,Mercedes,High-quality CV Axle suitable for Mercedes GLE 2011.,709.37,42,5,GLE,2011,FastTrack Motors,True
Serpentine Belt,Electrical,SP5506,Volkswagen,High-quality Serpentine Belt suitable for Volkswagen Tiguan 2015.,27.42,3,4,Tiguan,2015,Precision Auto,True
Shock Absorbers,Cooling,SP4821,Mercedes,High-quality Shock Absorbers suitable for Mercedes S-Class 2016.,91.67,3,1,S-Class,2016,Precision Auto,True
Ball Joint,Body,SP4319,Kia,High-quality Ball Joint suitable for Kia Sorento 2008.,424.83,65,2,Sorento,2008,Quality Auto,True
Coolant Hose,Electrical,SP1728,Ford,High-quality Coolant Hose suitable for Ford Explorer 2001.,212.67,95,5,Explorer,2001,FastTrack Motors,True
Crankshaft Position Sensor,Exhaust,SP1231,Kia,High-quality Crankshaft Position Sensor suitable for Kia Telluride 2017.,803.66,10,4,Telluride,2017,Superior Parts Co.,True
